,Tempo,CorrenteRMSM5_1020,Tempo,CorrenteRMSM10_1020,Tempo,CorrenteRMSM30_1020,Tempo,CorrenteRMSM5_3060,Tempo,CorrenteRMSM10_3060,Tempo,CorrenteRMSM30_3060,Tempo,CorrenteCurtoseM5_1020,Tempo,CorrenteCurtoseM10_1020,Tempo,CorrenteCurtoseM30_1020,Tempo,CorrenteCurtoseM5_3060,Tempo,CorrenteCurtoseM10_3060,Tempo,CorrenteCurtoseM30_3060,Tempo,CorrenteVarianciaM5_1020,Tempo,CorrenteVarianciaM10_1020,Tempo,CorrenteVarianciaM30_1020,Tempo,CorrenteVarianciaM5_3060,Tempo,CorrenteVarianciaM10_3060,Tempo,CorrenteVarianciaM30_3060,Tempo,VibracaoCalotaInferiorRMSM5_1020,Tempo,VibracaoCalotaInferiorRMSM10_1020,Tempo,VibracaoCalotaInferiorRMSM30_1020,Tempo,VibracaoCalotaInferiorRMSM5_3060,Tempo,VibracaoCalotaInferiorRMSM10_3060,Tempo,VibracaoCalotaInferiorRMSM30_3060,Tempo,VibracaoCalotaInferiorCurtoseM5_1020,Tempo,VibracaoCalotaInferiorCurtoseM10_1020,Tempo,VibracaoCalotaInferiorCurtoseM30_1020,Tempo,VibracaoCalotaInferiorCurtoseM5_3060,Tempo,VibracaoCalotaInferiorCurtoseM10_3060,Tempo,VibracaoCalotaInferiorCurtoseM30_3060,Tempo,VibracaoCalotaInferiorVarianciaM5_1020,Tempo,VibracaoCalotaInferiorVarianciaM10_1020,Tempo,VibracaoCalotaInferiorVarianciaM30_1020,Tempo,VibracaoCalotaInferiorVarianciaM5_3060,Tempo,VibracaoCalotaInferiorVarianciaM10_3060,Tempo,VibracaoCalotaInferiorVarianciaM30_3060,Tempo,VibracaoCalotaSuperiorRMSM5_1020,Tempo,VibracaoCalotaSuperiorRMSM10_1020,Tempo,VibracaoCalotaSuperiorRMSM30_1020,Tempo,VibracaoCalotaSuperiorRMSM5_3060,Tempo,VibracaoCalotaSuperiorRMSM10_3060,Tempo,VibracaoCalotaSuperiorRMSM30_3060,Tempo,VibracaoCalotaSuperiorCurtoseM5_1020,Tempo,VibracaoCalotaSuperiorCurtoseM10_1020,Tempo,VibracaoCalotaSuperiorCurtoseM30_1020,Tempo,VibracaoCalotaSuperiorCurtoseM5_3060,Tempo,VibracaoCalotaSuperiorCurtoseM10_3060,Tempo,VibracaoCalotaSuperiorCurtoseM30_3060,Tempo,VibracaoCalotaSuperiorVarianciaM5_1020,Tempo,VibracaoCalotaSuperiorVarianciaM10_1020,Tempo,VibracaoCalotaSuperiorVarianciaM30_1020,Tempo,VibracaoCalotaSuperiorVarianciaM5_3060,Tempo,VibracaoCalotaSuperiorVarianciaM10_3060,Tempo,VibracaoCalotaSuperiorVarianciaM30_3060
0,1.1833383881111101,0,1.1833383881111101,1,1.1833383881111101,0,1.1833383881111101,1,1.1833383881111101,0,1.1833383881111101,1,1.1833383881111101,0,1.1833383881111101,0,1.1833383881111101,1,1.1833383881111101,1,1.1833383881111101,0,1.1833383881111101,1,1.1833383881111101,1,1.1833383881111101,0,1.1833383881111101,1,1.1833383881111101,1,1.1833383881111101,0,1.1833383881111101,1,1.1833383881111101,0,1.1833383881111101,0,1.1833383881111101,2,1.1833383881111101,0,1.1833383881111101,1,1.1833383881111101,2,1.1833383881111101,0,1.1833383881111101,1,1.1833383881111101,0,1.1833383881111101,0,1.1833383881111101,1,1.1833383881111101,2,1.1833383881111101,2,1.1833383881111101,2,1.1833383881111101,2,1.1833383881111101,1,1.1833383881111101,1,1.1833383881111101,0,1.1833383881111101,0,1.1833383881111101,2,1.1833383881111101,2,1.1833383881111101,1,1.1833383881111101,1,1.1833383881111101,1,1.1833383881111101,1,1.1833383881111101,1,1.1833383881111101,0,1.1833383881111101,0,1.1833383881111101,0,1.1833383881111101,1,1.1833383881111101,0,1.1833383881111101,2,1.1833383881111101,2,1.1833383881111101,2,1.1833383881111101,1,1.1833383881111101,2
1,1.200005077,0,1.200005077,1,1.200005077,0,1.200005077,1,1.200005077,0,1.200005077,1,1.200005077,0,1.200005077,0,1.200005077,1,1.200005077,1,1.200005077,0,1.200005077,1,1.200005077,1,1.200005077,0,1.200005077,1,1.200005077,1,1.200005077,0,1.200005077,1,1.200005077,0,1.200005077,0,1.200005077,2,1.200005077,0,1.200005077,1,1.200005077,2,1.200005077,0,1.200005077,1,1.200005077,0,1.200005077,0,1.200005077,1,1.200005077,2,1.200005077,2,1.200005077,2,1.200005077,2,1.200005077,1,1.200005077,1,1.200005077,0,1.200005077,0,1.200005077,2,1.200005077,2,1.200005077,1,1.200005077,1,1.200005077,1,1.200005077,0,1.200005077,1,1.200005077,0,1.200005077,0,1.200005077,0,1.200005077,1,1.200005077,0,1.200005077,2,1.200005077,2,1.200005077,2,1.200005077,1,1.200005077,2
2,1.2166715339444398,0,1.2166715339444398,1,1.2166715339444398,0,1.2166715339444398,1,1.2166715339444398,0,1.2166715339444398,1,1.2166715339444398,0,1.2166715339444398,0,1.2166715339444398,1,1.2166715339444398,1,1.2166715339444398,0,1.2166715339444398,1,1.2166715339444398,1,1.2166715339444398,0,1.2166715339444398,1,1.2166715339444398,1,1.2166715339444398,0,1.2166715339444398,1,1.2166715339444398,0,1.2166715339444398,0,1.2166715339444398,2,1.2166715339444398,0,1.2166715339444398,1,1.2166715339444398,2,1.2166715339444398,0,1.2166715339444398,1,1.2166715339444398,0,1.2166715339444398,0,1.2166715339444398,1,1.2166715339444398,2,1.2166715339444398,2,1.2166715339444398,2,1.2166715339444398,2,1.2166715339444398,1,1.2166715339444398,1,1.2166715339444398,0,1.2166715339444398,0,1.2166715339444398,2,1.2166715339444398,2,1.2166715339444398,1,1.2166715339444398,1,1.2166715339444398,1,1.2166715339444398,0,1.2166715339444398,1,1.2166715339444398,0,1.2166715339444398,0,1.2166715339444398,0,1.2166715339444398,1,1.2166715339444398,0,1.2166715339444398,2,1.2166715339444398,2,1.2166715339444398,2,1.2166715339444398,1,1.2166715339444398,2
3,1.23333813616667,0,1.23333813616667,1,1.23333813616667,0,1.23333813616667,1,1.23333813616667,0,1.23333813616667,1,1.23333813616667,0,1.23333813616667,0,1.23333813616667,1,1.23333813616667,1,1.23333813616667,0,1.23333813616667,1,1.23333813616667,1,1.23333813616667,0,1.23333813616667,1,1.23333813616667,1,1.23333813616667,0,1.23333813616667,1,1.23333813616667,0,1.23333813616667,0,1.23333813616667,2,1.23333813616667,0,1.23333813616667,1,1.23333813616667,2,1.23333813616667,0,1.23333813616667,1,1.23333813616667,0,1.23333813616667,0,1.23333813616667,1,1.23333813616667,2,1.23333813616667,2,1.23333813616667,2,1.23333813616667,2,1.23333813616667,1,1.23333813616667,1,1.23333813616667,0,1.23333813616667,0,1.23333813616667,2,1.23333813616667,2,1.23333813616667,1,1.23333813616667,1,1.23333813616667,1,1.23333813616667,0,1.23333813616667,1,1.23333813616667,0,1.23333813616667,0,1.23333813616667,0,1.23333813616667,1,1.23333813616667,0,1.23333813616667,2,1.23333813616667,2,1.23333813616667,2,1.23333813616667,1,1.23333813616667,2
4,1.2500050886666698,0,1.2500050886666698,1,1.2500050886666698,0,1.2500050886666698,1,1.2500050886666698,0,1.2500050886666698,1,1.2500050886666698,0,1.2500050886666698,0,1.2500050886666698,1,1.2500050886666698,1,1.2500050886666698,0,1.2500050886666698,1,1.2500050886666698,1,1.2500050886666698,0,1.2500050886666698,1,1.2500050886666698,1,1.2500050886666698,0,1.2500050886666698,1,1.2500050886666698,0,1.2500050886666698,0,1.2500050886666698,2,1.2500050886666698,0,1.2500050886666698,1,1.2500050886666698,2,1.2500050886666698,0,1.2500050886666698,1,1.2500050886666698,0,1.2500050886666698,0,1.2500050886666698,1,1.2500050886666698,2,1.2500050886666698,2,1.2500050886666698,2,1.2500050886666698,2,1.2500050886666698,1,1.2500050886666698,1,1.2500050886666698,0,1.2500050886666698,0,1.2500050886666698,2,1.2500050886666698,2,1.2500050886666698,1,1.2500050886666698,1,1.2500050886666698,1,1.2500050886666698,0,1.2500050886666698,1,1.2500050886666698,0,1.2500050886666698,0,1.2500050886666698,0,1.2500050886666698,1,1.2500050886666698,0,1.2500050886666698,2,1.2500050886666698,2,1.2500050886666698,2,1.2500050886666698,1,1.2500050886666698,2
5,1.26667166422222,0,1.26667166422222,1,1.26667166422222,0,1.26667166422222,1,1.26667166422222,0,1.26667166422222,1,1.26667166422222,0,1.26667166422222,0,1.26667166422222,1,1.26667166422222,1,1.26667166422222,0,1.26667166422222,1,1.26667166422222,1,1.26667166422222,0,1.26667166422222,1,1.26667166422222,1,1.26667166422222,0,1.26667166422222,1,1.26667166422222,0,1.26667166422222,0,1.26667166422222,2,1.26667166422222,0,1.26667166422222,1,1.26667166422222,2,1.26667166422222,0,1.26667166422222,1,1.26667166422222,0,1.26667166422222,0,1.26667166422222,1,1.26667166422222,2,1.26667166422222,2,1.26667166422222,2,1.26667166422222,2,1.26667166422222,1,1.26667166422222,1,1.26667166422222,0,1.26667166422222,0,1.26667166422222,2,1.26667166422222,2,1.26667166422222,1,1.26667166422222,1,1.26667166422222,1,1.26667166422222,0,1.26667166422222,1,1.26667166422222,0,1.26667166422222,0,1.26667166422222,0,1.26667166422222,1,1.26667166422222,0,1.26667166422222,2,1.26667166422222,2,1.26667166422222,2,1.26667166422222,1,1.26667166422222,2
6,1.28333836894444,0,1.28333836894444,1,1.28333836894444,0,1.28333836894444,1,1.28333836894444,0,1.28333836894444,1,1.28333836894444,0,1.28333836894444,0,1.28333836894444,1,1.28333836894444,1,1.28333836894444,0,1.28333836894444,1,1.28333836894444,1,1.28333836894444,0,1.28333836894444,1,1.28333836894444,1,1.28333836894444,0,1.28333836894444,1,1.28333836894444,0,1.28333836894444,0,1.28333836894444,2,1.28333836894444,0,1.28333836894444,1,1.28333836894444,2,1.28333836894444,0,1.28333836894444,1,1.28333836894444,0,1.28333836894444,0,1.28333836894444,1,1.28333836894444,2,1.28333836894444,2,1.28333836894444,2,1.28333836894444,2,1.28333836894444,1,1.28333836894444,1,1.28333836894444,0,1.28333836894444,0,1.28333836894444,2,1.28333836894444,2,1.28333836894444,1,1.28333836894444,1,1.28333836894444,1,1.28333836894444,0,1.28333836894444,1,1.28333836894444,0,1.28333836894444,0,1.28333836894444,0,1.28333836894444,1,1.28333836894444,0,1.28333836894444,2,1.28333836894444,2,1.28333836894444,2,1.28333836894444,1,1.28333836894444,2
7,1.30000513505556,0,1.30000513505556,1,1.30000513505556,0,1.30000513505556,1,1.30000513505556,0,1.30000513505556,1,1.30000513505556,0,1.30000513505556,0,1.30000513505556,1,1.30000513505556,1,1.30000513505556,0,1.30000513505556,1,1.30000513505556,1,1.30000513505556,0,1.30000513505556,1,1.30000513505556,1,1.30000513505556,0,1.30000513505556,1,1.30000513505556,0,1.30000513505556,0,1.30000513505556,2,1.30000513505556,0,1.30000513505556,1,1.30000513505556,2,1.30000513505556,0,1.30000513505556,1,1.30000513505556,0,1.30000513505556,0,1.30000513505556,1,1.30000513505556,2,1.30000513505556,2,1.30000513505556,2,1.30000513505556,2,1.30000513505556,1,1.30000513505556,1,1.30000513505556,0,1.30000513505556,0,1.30000513505556,2,1.30000513505556,2,1.30000513505556,1,1.30000513505556,1,1.30000513505556,1,1.30000513505556,0,1.30000513505556,1,1.30000513505556,0,1.30000513505556,0,1.30000513505556,0,1.30000513505556,1,1.30000513505556,0,1.30000513505556,2,1.30000513505556,2,1.30000513505556,2,1.30000513505556,1,1.30000513505556,2
8,1.31667222755556,0,1.31667222755556,1,1.31667222755556,0,1.31667222755556,1,1.31667222755556,0,1.31667222755556,1,1.31667222755556,0,1.31667222755556,0,1.31667222755556,1,1.31667222755556,1,1.31667222755556,0,1.31667222755556,1,1.31667222755556,1,1.31667222755556,0,1.31667222755556,1,1.31667222755556,1,1.31667222755556,0,1.31667222755556,1,1.31667222755556,0,1.31667222755556,0,1.31667222755556,2,1.31667222755556,0,1.31667222755556,1,1.31667222755556,2,1.31667222755556,0,1.31667222755556,1,1.31667222755556,0,1.31667222755556,0,1.31667222755556,1,1.31667222755556,2,1.31667222755556,2,1.31667222755556,2,1.31667222755556,2,1.31667222755556,1,1.31667222755556,1,1.31667222755556,0,1.31667222755556,0,1.31667222755556,2,1.31667222755556,2,1.31667222755556,1,1.31667222755556,1,1.31667222755556,1,1.31667222755556,0,1.31667222755556,1,1.31667222755556,0,1.31667222755556,0,1.31667222755556,0,1.31667222755556,1,1.31667222755556,0,1.31667222755556,2,1.31667222755556,2,1.31667222755556,2,1.31667222755556,1,1.31667222755556,2
9,1.3333389331111103,0,1.3333389331111103,1,1.3333389331111103,0,1.3333389331111103,1,1.3333389331111103,0,1.3333389331111103,1,1.3333389331111103,0,1.3333389331111103,0,1.3333389331111103,1,1.3333389331111103,1,1.3333389331111103,0,1.3333389331111103,1,1.3333389331111103,1,1.3333389331111103,0,1.3333389331111103,1,1.3333389331111103,1,1.3333389331111103,0,1.3333389331111103,1,1.3333389331111103,0,1.3333389331111103,0,1.3333389331111103,2,1.3333389331111103,0,1.3333389331111103,1,1.3333389331111103,2,1.3333389331111103,0,1.3333389331111103,1,1.3333389331111103,0,1.3333389331111103,0,1.3333389331111103,1,1.3333389331111103,2,1.3333389331111103,2,1.3333389331111103,2,1.3333389331111103,2,1.3333389331111103,1,1.3333389331111103,1,1.3333389331111103,0,1.3333389331111103,0,1.3333389331111103,2,1.3333389331111103,2,1.3333389331111103,1,1.3333389331111103,1,1.3333389331111103,1,1.3333389331111103,0,1.3333389331111103,1,1.3333389331111103,0,1.3333389331111103,0,1.3333389331111103,0,1.3333389331111103,1,1.3333389331111103,0,1.3333389331111103,2,1.3333389331111103,2,1.3333389331111103,2,1.3333389331111103,1,1.3333389331111103,2
